Column Name,Data Type,Non-Null Count,Unique Values,Sample Values,Description
FANG US Equity,float64,309,207,"[130.7911, 133.5099, 134.6353]",Description not provided. Please update as needed.
FAST US Equity,float64,9459,5460,"[1.1488, 1.1374, 1.1601]",Description not provided. Please update as needed.
FB US Equity,float64,2632,1717,"[38.0, 38.232, 34.03]",Description not provided. Please update as needed.
FBF US Equity,float64,4026,1952,"[10.8274, 11.1658, 11.3349]",Description not provided. Please update as needed.
FBHS US Equity,float64,2876,1848,"[11.9253, 12.9394, 12.8643]",Description not provided. Please update as needed.
FBO US Equity,float64,1098,311,"[20.8722, 20.7594, 20.5337]",Description not provided. Please update as needed.
FCPT US Equity,float64,1372,821,"[9.8374, 9.978, 10.9955]",Description not provided. Please update as needed.
FCX US Equity,float64,8788,4823,"[7.1338, 7.2794, 7.607]",Description not provided. Please update as needed.
FDO US Equity,float64,8052,4327,"[4.2363, 4.0573, 4.0154]",Description not provided. Please update as needed.
FDX US Equity,float64,9459,5315,"[12.6786, 12.5932, 12.8496]",Description not provided. Please update as needed.
FE US Equity,float64,7934,4715,"[9.6956, 9.7437, 9.864]",Description not provided. Please update as needed.
FFB US Equity,float64,1098,302,"[44.2226, 43.878, 44.6821]",Description not provided. Please update as needed.
FFIV US Equity,float64,7364,4319,"[5.0, 7.438, 7.75]",Description not provided. Please update as needed.
FHN US Equity,float64,9459,5120,"[4.3012, 4.2335, 4.3282]",Description not provided. Please update as needed.
FII US Equity,float64,7749,4608,"[6.0683, 5.8578, 5.8195]",Description not provided. Please update as needed.
FIS US Equity,float64,6616,4146,"[10.2667, 10.954, 10.997]",Description not provided. Please update as needed.
FISV US Equity,float64,9459,4315,"[1.537, 1.5278, 1.5556]",Description not provided. Please update as needed.
FITB US Equity,float64,9459,5503,"[6.0293, 5.9878, 6.0431]",Description not provided. Please update as needed.
FJ US Equity,float64,2928,1101,"[16.9848, 16.7849, 16.9057]",Description not provided. Please update as needed.
FJCC US Equity,float64,5856,1361,"[2.0924, 2.197, 2.354]",Description not provided. Please update as needed.
FL US Equity,float64,9459,4576,"[15.8601, 15.7824, 16.0156]",Description not provided. Please update as needed.
FLIR US Equity,float64,9459,4277,"[1.0701, 0.9575, 1.0419]",Description not provided. Please update as needed.
FLMIQ US Equity,float64,4392,1453,"[28.2038, 27.9926, 27.8869]",Description not provided. Please update as needed.
FLR US Equity,float64,6817,4497,"[10.7672, 11.9359, 12.0602]",Description not provided. Please update as needed.
FLS US Equity,float64,9459,5050,"[4.128, 4.1693, 4.1486]",Description not provided. Please update as needed.
FLT US Equity,float64,3152,1961,"[23.0, 27.25, 27.35]",Description not provided. Please update as needed.
FLTWQ US Equity,float64,6588,2281,"[18.1777, 17.9757, 17.7738]",Description not provided. Please update as needed.
FMC US Equity,float64,9459,4864,"[5.9115, 5.9264, 5.8966]",Description not provided. Please update as needed.
FMCC US Equity,float64,9459,4036,"[9.6446, 9.6152, 9.7099]",Description not provided. Please update as needed.
FNMA US Equity,float64,9459,4064,"[13.4055, 13.4276, 13.6922]",Description not provided. Please update as needed.
FOSL US Equity,float64,9459,4056,"[2.0247, 2.0494, 2.0]",Description not provided. Please update as needed.
FOX US Equity,float64,9291,4827,"[6.8722, 6.7937, 7.0448]",Description not provided. Please update as needed.
FOXA US Equity,float64,8870,4684,"[5.4118, 5.2343, 5.1456]",Description not provided. Please update as needed.
FPC US Equity,float64,2928,866,"[22.7494, 22.8289, 22.6698]",Description not provided. Please update as needed.
FRC US Equity,float64,309,206,"[96.6161, 95.2367, 95.2665]",Description not provided. Please update as needed.
FRT US Equity,float64,9459,4942,"[7.853, 7.889, 8.031]",Description not provided. Please update as needed.
FRX US Equity,float64,7686,3031,"[4.5469, 4.4375, 4.4531]",Description not provided. Please update as needed.
FSH US Equity,float64,5124,1902,"[7.1558, 6.9577, 6.9329]",Description not provided. Please update as needed.
FSL/B US Equity,float64,1029,431,"[18.0, 17.95, 17.91]",Description not provided. Please update as needed.
FSLR US Equity,float64,4641,2785,"[20.0, 24.74, 25.0]",Description not provided. Please update as needed.
FTI US Equity,float64,6623,3757,"[4.6382, 5.102, 5.0672]",Description not provided. Please update as needed.
FTLAQ US Equity,float64,3294,572,"[31.0, 31.25, 31.5]",Description not provided. Please update as needed.
FTNT US Equity,float64,309,201,"[89.55, 91.76, 92.27]",Description not provided. Please update as needed.
FTR US Equity,float64,9459,3805,"[56.632, 55.8508, 56.2414]",Description not provided. Please update as needed.
FTV US Equity,float64,1144,741,"[42.5868, 46.4988, 46.5483]",Description not provided. Please update as needed.
FWLT US Equity,float64,8052,3302,"[267.5087, 272.481, 271.4865]",Description not provided. Please update as needed.
GAPTQ US Equity,float64,6954,3004,"[19.8479, 20.2851, 19.9354]",Description not provided. Please update as needed.
GAS US Equity,float64,8418,4156,"[6.4752, 6.3913, 6.4333]",Description not provided. Please update as needed.
GBLXQ US Equity,float64,1384,373,"[12.9375, 12.625, 14.1875]",Description not provided. Please update as needed.
GCO US Equity,float64,9459,3748,"[6.8947, 7.0078, 7.4599]",Description not provided. Please update as needed.
GD US Equity,float64,9459,5653,"[6.287, 6.255, 6.214]",Description not provided. Please update as needed.
GDT US Equity,float64,4295,2160,"[3.5695, 3.6916, 3.7221]",Description not provided. Please update as needed.
GDW US Equity,float64,5124,2648,"[6.3395, 6.417, 6.4946]",Description not provided. Please update as needed.
GE US Equity,float64,9459,5430,"[3.9569, 3.9263, 3.911]",Description not provided. Please update as needed.
GENZ US Equity,float64,6588,2831,"[7.582, 7.4653, 7.407]",Description not provided. Please update as needed.
GFS/A US Equity,float64,2196,505,"[19.3375, 19.4473, 20.1066]",Description not provided. Please update as needed.
GGP US Equity,float64,9459,4664,"[0.6823, 0.686, 0.6897]",Description not provided. Please update as needed.
GHC US Equity,float64,9459,5977,"[92.682, 91.191, 90.924]",Description not provided. Please update as needed.
GIDL US Equity,float64,2208,425,"[23.3213, 22.714, 22.5925]",Description not provided. Please update as needed.
GILD US Equity,float64,9459,4752,"[0.473, 0.4766, 0.4443]",Description not provided. Please update as needed.
GIS US Equity,float64,9459,5485,"[5.9752, 5.8907, 5.9873]",Description not provided. Please update as needed.
GLW US Equity,float64,9459,5027,"[6.0746, 6.0499, 6.3709]",Description not provided. Please update as needed.
GM US Equity,float64,3179,1925,"[27.1852, 28.1655, 28.2231]",Description not provided. Please update as needed.
GMCR US Equity,float64,8404,3458,"[0.4869, 0.514, 0.496]",Description not provided. Please update as needed.
GME US Equity,float64,6379,3549,"[6.4443, 7.1961, 7.1603]",Description not provided. Please update as needed.
GNW US Equity,float64,5547,2193,"[18.25, 18.2781, 18.2219]",Description not provided. Please update as needed.
GOOG US Equity,float64,1953,1328,"[556.931, 558.456, 555.445]",Description not provided. Please update as needed.
GOOGL US Equity,float64,5461,3686,"[42.541, 50.216, 54.207]",Description not provided. Please update as needed.
GOSHA US Equity,float64,4392,1874,"[5.6992, 5.647, 5.9607]",Description not provided. Please update as needed.
GP US Equity,float64,4758,2582,"[17.1226, 17.2255, 16.8481]",Description not provided. Please update as needed.
GPC US Equity,float64,9459,5255,"[10.9227, 10.8863, 10.8499]",Description not provided. Please update as needed.
GPN US Equity,float64,6771,4349,"[3.6107, 3.9718, 4.1222]",Description not provided. Please update as needed.
GPS US Equity,float64,9459,5566,"[2.649, 2.6112, 2.6869]",Description not provided. Please update as needed.
GPUI US Equity,float64,3294,1116,"[20.5396, 20.8428, 21.0701]",Description not provided. Please update as needed.
GQ US Equity,float64,366,90,"[33.1094, 34.9556, 35.0787]",Description not provided. Please update as needed.
GR US Equity,float64,6954,3880,"[13.2377, 13.2018, 13.4176]",Description not provided. Please update as needed.
GRA US Equity,float64,7834,3583,"[14.7535, 14.6564, 14.8505]",Description not provided. Please update as needed.
GRMN US Equity,float64,6811,4237,"[4.3313, 6.1876, 6.555]",Description not provided. Please update as needed.
GS US Equity,float64,7395,4893,"[43.416, 57.649, 56.625]",Description not provided. Please update as needed.
GT US Equity,float64,9459,4488,"[30.5062, 30.1473, 30.5959]",Description not provided. Please update as needed.
GTGOF US Equity,float64,5439,207,"[0.5313, 0.625, 0.5625]",Description not provided. Please update as needed.
GTW US Equity,float64,5398,1665,"[4.8125, 4.5625, 4.4375]",Description not provided. Please update as needed.
GTX US Equity,float64,309,183,"[15.58, 16.75, 18.5]",Description not provided. Please update as needed.
GWW US Equity,float64,9459,5673,"[17.576, 17.287, 17.74]",Description not provided. Please update as needed.
HAL US Equity,float64,9459,5738,"[6.3884, 6.2272, 6.1466]",Description not provided. Please update as needed.
HAR US Equity,float64,8784,5103,"[3.9335, 3.96, 4.0132]",Description not provided. Please update as needed.
HAS US Equity,float64,9459,5286,"[10.7151, 10.4412, 10.5782]",Description not provided. Please update as needed.
HBAN US Equity,float64,9459,4753,"[5.6506, 5.5976, 5.7302]",Description not provided. Please update as needed.
HBI US Equity,float64,4733,2543,"[4.3427, 4.0086, 4.0643]",Description not provided. Please update as needed.
HCA US Equity,float64,3067,1894,"[23.8166, 24.6264, 24.7058]",Description not provided. Please update as needed.
HCBK US Equity,float64,6283,3125,"[1.2555, 1.2872, 1.2808]",Description not provided. Please update as needed.
HCP US Equity,float64,9459,5091,"[2.5301, 2.5194, 2.498]",Description not provided. Please update as needed.
HCR US Equity,float64,5799,2152,"[11.64, 11.7962, 11.8743]",Description not provided. Please update as needed.
HD US Equity,float64,9459,5466,"[6.199, 6.18, 6.312]",Description not provided. Please update as needed.
HDLM US Equity,float64,7320,1821,"[9.0877, 8.9832, 9.401]",Description not provided. Please update as needed.
HES US Equity,float64,9459,5745,"[12.7469, 12.655, 12.4405]",Description not provided. Please update as needed.
HET US Equity,float64,5490,2076,"[29.077, 28.052, 29.4007]",Description not provided. Please update as needed.
HFC US Equity,float64,9459,5050,"[0.7953, 0.806, 0.8024]",Description not provided. Please update as needed.
HFS US Equity,float64,1830,571,"[7.4109, 7.761, 7.7319]",Description not provided. Please update as needed.
HIG US Equity,float64,8630,5414,"[15.5017, 15.2291, 14.9175]",Description not provided. Please update as needed.
HII US Equity,float64,3054,2018,"[35.033, 34.809, 36.678]",Description not provided. Please update as needed.
HLT US Equity,float64,2059,1264,"[39.6086, 42.5793, 43.7676]",Description not provided. Please update as needed.
HM US Equity,float64,3294,911,"[15.1247, 15.0083, 15.3573]",Description not provided. Please update as needed.
HMA US Equity,float64,7686,2642,"[1.3974, 1.3604, 1.3657]",Description not provided. Please update as needed.
HNZ US Equity,float64,7320,3870,"[11.2432, 11.4704, 11.1675]",Description not provided. Please update as needed.
HOG US Equity,float64,9459,5603,"[3.7757, 3.7646, 3.809]",Description not provided. Please update as needed.
HOLX US Equity,float64,9459,3485,"[0.5156, 0.5, 0.4844]",Description not provided. Please update as needed.
HON US Equity,float64,9459,5673,"[10.2545, 10.0627, 9.9057]",Description not provided. Please update as needed.
HOT US Equity,float64,8784,4648,"[3.4227, 3.6366, 4.0645]",Description not provided. Please update as needed.
HP US Equity,float64,9459,5637,"[4.3452, 4.1786, 4.1635]",Description not provided. Please update as needed.
HPC US Equity,float64,5856,2304,"[23.6575, 23.7942, 23.5891]",Description not provided. Please update as needed.
HPE US Equity,float64,1382,847,"[9.1493, 9.3262, 9.1106]",Description not provided. Please update as needed.
HPQ US Equity,float64,9459,5705,"[2.1431, 2.0602, 2.0866]",Description not provided. Please update as needed.
HRB US Equity,float64,9459,5351,"[4.8801, 4.8648, 4.8495]",Description not provided. Please update as needed.
HRL US Equity,float64,9459,5029,"[1.6989, 1.6603, 1.641]",Description not provided. Please update as needed.
HRS US Equity,float64,9150,5550,"[5.1772, 5.1614, 5.1296]",Description not provided. Please update as needed.
HRZIQ US Equity,float64,2928,957,"[17.9063, 18.1359, 18.2507]",Description not provided. Please update as needed.
HSH US Equity,float64,8052,3878,"[9.3324, 9.377, 9.1538]",Description not provided. Please update as needed.
HSIC US Equity,float64,8672,4221,"[5.688, 5.719, 5.625]",Description not provided. Please update as needed.
HSP US Equity,float64,4540,1873,"[28.0, 28.2, 29.01]",Description not provided. Please update as needed.
HST US Equity,float64,9459,4182,"[2.0059, 1.9443, 1.9531]",Description not provided. Please update as needed.
HSY US Equity,float64,9459,5668,"[7.0916, 7.145, 7.2519]",Description not provided. Please update as needed.
HTMXQ US Equity,float64,7320,924,"[5.875, 6.125, 6.375]",Description not provided. Please update as needed.
HUM US Equity,float64,9459,4335,"[12.257, 11.44, 11.79]",Description not provided. Please update as needed.
IAC US Equity,float64,9459,4498,"[3.9319, 3.7634, 3.8195]",Description not provided. Please update as needed.
IBM US Equity,float64,9459,6081,"[7.4951, 7.3098, 7.2068]",Description not provided. Please update as needed.
ICE US Equity,float64,5007,3195,"[4.885, 7.374, 6.623]",Description not provided. Please update as needed.
IDXX US Equity,float64,9459,4494,"[2.8906, 2.8594, 2.875]",Description not provided. Please update as needed.
IFF US Equity,float64,9459,5270,"[20.39, 20.435, 20.457]",Description not provided. Please update as needed.
IILGV US Equity,float64,165,21,"[13.9, 13.68, 13.65]",Description not provided. Please update as needed.
IKN US Equity,float64,5856,2759,"[14.5567, 14.3981, 14.3584]",Description not provided. Please update as needed.
ILMN US Equity,float64,6944,3923,"[8.0, 19.586, 17.5]",Description not provided. Please update as needed.
IMNX US Equity,float64,3294,1205,"[1.7708, 1.75, 1.7396]",Description not provided. Please update as needed.
INCLF US Equity,float64,5124,2081,"[18.6768, 18.5615, 18.7921]",Description not provided. Please update as needed.
INCY US Equity,float64,9401,3636,"[1.875, 1.9688, 2.0]",Description not provided. Please update as needed.
INFO US Equity,float64,1870,1013,"[24.0, 26.7, 26.95]",Description not provided. Please update as needed.
INTC US Equity,float64,9459,5885,"[2.5223, 2.563, 2.6342]",Description not provided. Please update as needed.
INTU US Equity,float64,9459,4628,"[2.544, 2.698, 2.813]",Description not provided. Please update as needed.
IP US Equity,float64,9459,5600,"[14.9719, 14.7937, 14.8234]",Description not provided. Please update as needed.
IPG US Equity,float64,9459,4356,"[7.4179, 7.4483, 7.7219]",Description not provided. Please update as needed.
IPGP US Equity,float64,4615,2723,"[16.3326, 25.3403, 24.8949]",Description not provided. Please update as needed.
IQV US Equity,float64,2276,1388,"[40.0, 42.11, 42.39]",Description not provided. Please update as needed.
IR US Equity,float64,9459,5670,"[6.6254, 6.6912, 6.779]",Description not provided. Please update as needed.
IRM US Equity,float64,8583,4174,"[1.7102, 1.7235, 1.7369]",Description not provided. Please update as needed.
ISRG US Equity,float64,6989,4232,"[6.0, 6.021, 6.083]",Description not provided. Please update as needed.
IT US Equity,float64,9431,3913,"[3.033, 3.004, 2.945]",Description not provided. Please update as needed.
ITT US Equity,float64,9459,5513,"[1.8315, 1.829, 1.854]",Description not provided. Please update as needed.
ITW US Equity,float64,9459,5781,"[6.3588, 6.3787, 6.4584]",Description not provided. Please update as needed.
IVZ US Equity,float64,8742,5125,"[3.8727, 3.8469, 3.8613]",Description not provided. Please update as needed.
JAVA US Equity,float64,6222,2212,"[3.375, 3.4375, 3.5]",Description not provided. Please update as needed.
JBGS US Equity,float64,756,477,"[30.8234, 33.5724, 32.119]",Description not provided. Please update as needed.
JBHT US Equity,float64,9459,5211,"[4.2847, 4.334, 4.4325]",Description not provided. Please update as needed.
JBL US Equity,float64,9459,4861,"[0.8192, 0.7814, 0.794]",Description not provided. Please update as needed.
JCI US Equity,float64,9459,5590,"[2.943, 2.9021, 2.8857]",Description not provided. Please update as needed.
JCP US Equity,float64,9459,4966,"[23.4991, 23.1409, 23.929]",Description not provided. Please update as needed.
JEC US Equity,float64,9459,3890,"[6.0356, 5.9131, 5.9743]",Description not provided. Please update as needed.
JEF US Equity,float64,9459,4676,"[3.4298, 3.4202, 3.4009]",Description not provided. Please update as needed.
JH US Equity,float64,5124,2245,"[19.3956, 19.3032, 19.5803]",Description not provided. Please update as needed.
JHF US Equity,float64,1694,874,"[16.3409, 16.9416, 16.5812]",Description not provided. Please update as needed.
JKHY US Equity,float64,309,208,"[156.8934, 157.8254, 158.7077]",Description not provided. Please update as needed.
JNJ US Equity,float64,9459,5553,"[5.525, 5.385, 5.437]",Description not provided. Please update as needed.
JNPR US Equity,float64,7343,3402,"[5.2619, 15.3019, 15.3406]",Description not provided. Please update as needed.
JNS US Equity,float64,6300,3547,"[31.5437, 31.5951, 33.8555]",Description not provided. Please update as needed.
JNY US Equity,float64,7686,3427,"[5.3422, 5.1633, 5.1122]",Description not provided. Please update as needed.
JOSEA US Equity,float64,3660,790,"[15.3506, 15.16, 15.446]",Description not provided. Please update as needed.
JOY US Equity,float64,5899,3549,"[6.0934, 6.4783, 6.516]",Description not provided. Please update as needed.
JPM US Equity,float64,9459,5774,"[6.4981, 6.8349, 6.9736]",Description not provided. Please update as needed.
JWN US Equity,float64,9459,5648,"[4.4258, 4.3701, 4.2585]",Description not provided. Please update as needed.
JWPI US Equity,float64,732,20,"[1.375, 1.25, 1.125]",Description not provided. Please update as needed.
K US Equity,float64,9459,5507,"[12.9417, 13.3132, 13.1584]",Description not provided. Please update as needed.
KATE US Equity,float64,8784,4517,"[9.5387, 9.4866, 9.2259]",Description not provided. Please update as needed.
KBH US Equity,float64,9459,5290,"[7.1125, 6.9824, 7.0258]",Description not provided. Please update as needed.
KDP US Equity,float64,4112,2599,"[3.4328, 3.4518, 3.547]",Description not provided. Please update as needed.
KEY US Equity,float64,9459,5040,"[6.9679, 6.9404, 7.1883]",Description not provided. Please update as needed.
KEYS US Equity,float64,309,202,"[64.95, 65.65, 66.28]",Description not provided. Please update as needed.
KG US Equity,float64,4836,1706,"[4.6667, 4.6875, 4.75]",Description not provided. Please update as needed.
KHC US Equity,float64,1487,973,"[64.5562, 66.0338, 66.7151]",Description not provided. Please update as needed.
KIM US Equity,float64,9459,4976,"[2.2781, 2.2931, 2.3081]",Description not provided. Please update as needed.
KLAC US Equity,float64,9459,5231,"[3.0586, 2.9138, 3.131]",Description not provided. Please update as needed.
KMB US Equity,float64,9459,5709,"[11.1203, 11.205, 11.3179]",Description not provided. Please update as needed.
KMI US Equity,float64,3094,1907,"[22.1757, 22.9518, 22.6931]",Description not provided. Please update as needed.
KMRTQ US Equity,float64,3660,796,"[19.5144, 19.6259, 19.7374]",Description not provided. Please update as needed.
KMX US Equity,float64,8213,3619,"[10.5625, 10.125, 10.3125]",Description not provided. Please update as needed.
KO US Equity,float64,9459,5489,"[6.0494, 6.067, 6.091]",Description not provided. Please update as needed.
KORS US Equity,float64,2478,1457,"[20.0, 24.2, 24.1]",Description not provided. Please update as needed.
KR US Equity,float64,9459,4347,"[2.1878, 2.2006, 2.175]",Description not provided. Please update as needed.
KRB US Equity,float64,4758,2367,"[2.4355, 2.3914, 2.4437]",Description not provided. Please update as needed.
KRFT US Equity,float64,1102,669,"[41.1165, 41.6361, 41.937]",Description not provided. Please update as needed.
KRI US Equity,float64,4758,2468,"[21.045, 21.0935, 20.851]",Description not provided. Please update as needed.
KSE US Equity,float64,3765,1866,"[21.2023, 20.8175, 20.2018]",Description not provided. Please update as needed.
KSS US Equity,float64,9459,4616,"[4.1622, 4.138, 4.1501]",Description not provided. Please update as needed.
KSU US Equity,float64,9459,4856,"[0.7081, 0.7034, 0.6895]",Description not provided. Please update as needed.
KTB US Equity,float64,84,51,"[40.5, 40.8, 40.0]",Description not provided. Please update as needed.
L US Equity,float64,9459,5673,"[6.3903, 6.4154, 6.4571]",Description not provided. Please update as needed.
LB US Equity,float64,9459,5397,"[3.3956, 3.3758, 3.435]",Description not provided. Please update as needed.
LDG US Equity,float64,5856,2835,"[12.1677, 11.9881, 12.1228]",Description not provided. Please update as needed.
LDOS US Equity,float64,4676,2278,"[23.2556, 28.1858, 28.0773]",Description not provided. Please update as needed.
LDWIF US Equity,float64,3660,655,"[6.0007, 5.7784, 5.6673]",Description not provided. Please update as needed.
LEG US Equity,float64,9459,5293,"[5.0478, 5.0035, 5.0625]",Description not provided. Please update as needed.
LEHMQ US Equity,float64,6717,3377,"[4.3938, 4.4494, 4.227]",Description not provided. Please update as needed.
LEN US Equity,float64,9459,5428,"[3.4104, 3.3617, 3.3739]",Description not provided. Please update as needed.
LEN/B US Equity,float64,5958,3844,"[21.4418, 21.1542, 21.2569]",Description not provided. Please update as needed.
LH US Equity,float64,8858,4058,"[32.188, 32.5, 31.875]",Description not provided. Please update as needed.
LHX US Equity,float64,309,209,"[163.1646, 165.0899, 167.0746]",Description not provided. Please update as needed.
LIN US Equity,float64,309,208,"[160.121, 159.8748, 158.299]",Description not provided. Please update as needed.
LK US Equity,float64,809,293,"[59.3822, 59.5012, 58.6682]",Description not provided. Please update as needed.
LKQ US Equity,float64,5782,2697,"[1.625, 1.875, 1.9738]",Description not provided. Please update as needed.
LLL US Equity,float64,7744,4709,"[9.86, 10.8784, 10.4849]",Description not provided. Please update as needed.
LLTC US Equity,float64,8784,5170,"[2.8032, 2.717, 2.7816]",Description not provided. Please update as needed.
LLX US Equity,float64,1830,600,"[44.5799, 43.5043, 43.1457]",Description not provided. Please update as needed.
LLY US Equity,float64,9459,5834,"[5.7047, 5.69, 5.6165]",Description not provided. Please update as needed.
LM US Equity,float64,9459,5552,"[4.1298, 4.1995, 4.1821]",Description not provided. Please update as needed.
LMT US Equity,float64,8904,5477,"[14.733, 15.268, 15.232]",Description not provided. Please update as needed.
LNC US Equity,float64,9459,5677,"[12.6804, 12.4127, 12.3123]",Description not provided. Please update as needed.
LNT US Equity,float64,9459,4967,"[5.0388, 4.9863, 5.0038]",Description not provided. Please update as needed.
LO US Equity,float64,2662,1678,"[17.978, 18.107, 17.6237]",Description not provided. Please update as needed.
LOW US Equity,float64,9459,5682,"[1.8868, 1.8626, 1.911]",Description not provided. Please update as needed.
LPX US Equity,float64,9459,4248,"[23.6438, 23.2076, 24.2545]",Description not provided. Please update as needed.
LRCX US Equity,float64,9459,4393,"[10.2189, 10.0625, 10.2971]",Description not provided. Please update as needed.
LU US Equity,float64,4184,1561,"[5.7819, 5.8291, 6.0887]",Description not provided. Please update as needed.
LUB US Equity,float64,9459,1844,"[18.3437, 17.6099, 17.4265]",Description not provided. Please update as needed.
LUV US Equity,float64,9459,5198,"[6.2388, 5.9189, 6.0788]",Description not provided. Please update as needed.
LVLT US Equity,float64,7621,2525,"[153.375, 154.5, 153.1875]",Description not provided. Please update as needed.
LW US Equity,float64,1003,650,"[33.0305, 32.5447, 32.0784]",Description not provided. Please update as needed.
LXK US Equity,float64,7985,4075,"[8.8993, 9.1565, 8.6935]",Description not provided. Please update as needed.
LYB US Equity,float64,3382,2245,"[14.0959, 14.7366, 14.2881]",Description not provided. Please update as needed.
M US Equity,float64,9459,4760,"[6.7304, 6.6424, 6.8624]",Description not provided. Please update as needed.
MA US Equity,float64,4817,3207,"[3.686, 4.347, 4.246]",Description not provided. Please update as needed.
MAA US Equity,float64,9316,4907,"[4.6752, 4.6212, 4.5942]",Description not provided. Please update as needed.
MAC US Equity,float64,9275,5069,"[4.0965, 4.149, 4.1227]",Description not provided. Please update as needed.
MAR US Equity,float64,7801,4949,"[13.7597, 14.2852, 14.5002]",Description not provided. Please update as needed.
MAS US Equity,float64,9459,5270,"[7.4737, 7.4129, 7.3825]",Description not provided. Please update as needed.
MAT US Equity,float64,9459,4795,"[7.1636, 7.0646, 7.1136]",Description not provided. Please update as needed.
MBI US Equity,float64,9459,3988,"[20.9365, 20.3486, 19.7933]",Description not provided. Please update as needed.
MCAWA US Equity,float64,732,71,"[55.25, 54.75, 54.25]",Description not provided. Please update as needed.
MCD US Equity,float64,9459,5246,"[8.212, 8.174, 8.079]",Description not provided. Please update as needed.
MCHP US Equity,float64,9459,5278,"[1.3951, 1.3339, 1.3066]",Description not provided. Please update as needed.
MCK US Equity,float64,9108,5527,"[11.317, 11.517, 11.617]",Description not provided. Please update as needed.
MCO US Equity,float64,7708,4869,"[9.3337, 9.4072, 9.4624]",Description not provided. Please update as needed.
MCWEQ US Equity,float64,1196,402,"[15.3479, 15.3905, 16.0893]",Description not provided. Please update as needed.
MDLZ US Equity,float64,6624,4047,"[13.0514, 13.1566, 12.6935]",Description not provided. Please update as needed.
MDP US Equity,float64,9459,5464,"[5.0134, 4.9423, 4.9778]",Description not provided. Please update as needed.
MDR US Equity,float64,9459,4126,"[13.0118, 12.9039, 12.9583]",Description not provided. Please update as needed.
MDT US Equity,float64,9459,5801,"[2.8332, 2.7879, 2.7935]",Description not provided. Please update as needed.
MEDI US Equity,float64,5124,1976,"[3.25, 2.9375, 3.0417]",Description not provided. Please update as needed.
MEE US Equity,float64,6588,3718,"[8.7008, 8.7763, 8.8014]",Description not provided. Please update as needed.
MEL US Equity,float64,5124,2752,"[6.5796, 6.4799, 6.7363]",Description not provided. Please update as needed.
MER US Equity,float64,5856,3374,"[9.1113, 9.1353, 9.3277]",Description not provided. Please update as needed.
MERQ US Equity,float64,5072,1902,"[4.6563, 4.4375, 4.75]",Description not provided. Please update as needed.
MET US Equity,float64,7058,4274,"[8.8813, 9.6604, 9.6993]",Description not provided. Please update as needed.
MFE US Equity,float64,6588,2587,"[1.7778, 1.679, 1.6543]",Description not provided. Please update as needed.
MGM US Equity,float64,9459,3685,"[10.6021, 10.2983, 10.754]",Description not provided. Please update as needed.
MHK US Equity,float64,9459,4323,"[18.333, 18.833, 18.5]",Description not provided. Please update as needed.
MHS US Equity,float64,3332,1785,"[10.25, 11.725, 12.68]",Description not provided. Please update as needed.
MI US Equity,float64,6588,3460,"[6.2474, 6.4126, 6.3465]",Description not provided. Please update as needed.
MIRKQ US Equity,float64,2182,737,"[22.0, 29.625, 31.125]",Description not provided. Please update as needed.
MJN US Equity,float64,3149,1990,"[20.7385, 22.8383, 23.4691]",Description not provided. Please update as needed.
MJN-W US Equity,float64,276,4,"[41.62, 42.35, 43.0]",Description not provided. Please update as needed.
MKC US Equity,float64,9459,5178,"[6.5134, 6.6581, 6.3686]",Description not provided. Please update as needed.
MKG US Equity,float64,2928,1032,"[27.1914, 27.0818, 26.2047]",Description not provided. Please update as needed.
MKTX US Equity,float64,309,209,"[178.105, 177.092, 177.41]",Description not provided. Please update as needed.
MLM US Equity,float64,9296,5386,"[17.189, 17.014, 16.229]",Description not provided. Please update as needed.
MMC US Equity,float64,9459,5656,"[7.7641, 7.7001, 7.7961]",Description not provided. Please update as needed.
MMM US Equity,float64,9459,5680,"[13.641, 13.625, 13.578]",Description not provided. Please update as needed.
MNK US Equity,float64,2236,1392,"[45.0, 44.0, 43.1]",Description not provided. Please update as needed.
MNST US Equity,float64,9459,3471,"[0.063, 0.06, 0.057]",Description not provided. Please update as needed.
MO US Equity,float64,9459,5591,"[1.0479, 1.0452, 1.0512]",Description not provided. Please update as needed.
MOLX US Equity,float64,7686,4082,"[9.1331, 9.1007, 9.0684]",Description not provided. Please update as needed.
MON US Equity,float64,6552,4101,"[7.572, 9.087, 8.755]",Description not provided. Please update as needed.
MOS US Equity,float64,9459,4206,"[11.7526, 11.2846, 11.4926]",Description not provided. Please update as needed.
MPC US Equity,float64,2961,1958,"[16.1146, 15.3915, 15.5567]",Description not provided. Please update as needed.
MRK US Equity,float64,9459,5693,"[6.8541, 6.7478, 6.801]",Description not provided. Please update as needed.
MRNKQ US Equity,float64,1464,211,"[26.375, 25.875, 26.25]",Description not provided. Please update as needed.
MRO US Equity,float64,9459,5235,"[2.9622, 2.9429, 2.9814]",Description not provided. Please update as needed.
MS US Equity,float64,9459,5798,"[5.4679, 5.3627, 5.3978]",Description not provided. Please update as needed.
MSCI US Equity,float64,4278,2358,"[17.048, 23.6494, 23.64]",Description not provided. Please update as needed.
MSFT US Equity,float64,9459,5513,"[1.5255, 1.5204, 1.5561]",Description not provided. Please update as needed.
MSI US Equity,float64,9459,5573,"[41.4927, 41.3803, 42.2179]",Description not provided. Please update as needed.
